******Format of cpu stats log file: Date/Time     CPU Temp        Load Average    CPU Frequency   Governor***
Mon Apr 26 18:08:56 PDT 2010  47        10.89 9.62 5.31 12/178 13814        800000        conservative
Mon Apr 26 18:08:57 PDT 2010  47        10.82 9.62 5.33 12/178 13820        800000        conservative
Mon Apr 26 18:08:59 PDT 2010  47        10.82 9.62 5.33 12/178 13826        800000        conservative
Mon Apr 26 18:09:00 PDT 2010  47        10.82 9.62 5.33 13/178 13832        800000        conservative
Mon Apr 26 18:09:01 PDT 2010  47        10.82 9.62 5.33 14/178 13838        800000        conservative
Mon Apr 26 18:09:03 PDT 2010  47        10.76 9.63 5.36 12/178 13844        800000        conservative
Mon Apr 26 18:09:04 PDT 2010  47        10.76 9.63 5.36 12/178 13850        800000        conservative
Mon Apr 26 18:09:05 PDT 2010  47        10.76 9.63 5.36 12/178 13856        800000        conservative
Mon Apr 26 18:09:06 PDT 2010  47        10.76 9.63 5.36 12/178 13862        800000        conservative
Mon Apr 26 18:09:08 PDT 2010  47        10.77 9.65 5.39 12/178 13868        800000        conservative
Mon Apr 26 18:09:09 PDT 2010  47        10.77 9.65 5.39 12/178 13874        800000        conservative
Mon Apr 26 18:09:10 PDT 2010  47        10.77 9.65 5.39 12/178 13880        800000        conservative
Mon Apr 26 18:09:11 PDT 2010  47        10.77 9.65 5.39 12/178 13886        800000        conservative
Mon Apr 26 18:09:13 PDT 2010  47        10.71 9.66 5.41 12/178 13892        800000        conservative
Mon Apr 26 18:09:14 PDT 2010  47        10.71 9.66 5.41 12/178 13898        800000        conservative
Mon Apr 26 18:09:15 PDT 2010  47        10.71 9.66 5.41 12/178 13904        800000        conservative
Mon Apr 26 18:09:16 PDT 2010  47        10.71 9.66 5.41 12/178 13910        800000        conservative
Mon Apr 26 18:09:18 PDT 2010  47        10.66 9.66 5.44 12/178 13916        800000        conservative
Mon Apr 26 18:09:19 PDT 2010  47        10.66 9.66 5.44 14/178 13922        800000        conservative
Mon Apr 26 18:09:20 PDT 2010  47        10.66 9.66 5.44 12/178 13928        800000        conservative
Mon Apr 26 18:09:22 PDT 2010  47        10.66 9.66 5.44 12/178 13934        800000        conservative
Mon Apr 26 18:09:23 PDT 2010  47        10.84 9.72 5.48 13/178 13940        800000        conservative
Mon Apr 26 18:09:24 PDT 2010  47        10.84 9.72 5.48 12/178 13946        800000        conservative
Mon Apr 26 18:09:26 PDT 2010  47        10.84 9.72 5.48 12/178 13952        800000        conservative
Mon Apr 26 18:09:27 PDT 2010  47        10.84 9.72 5.48 12/178 13958        800000        conservative
Mon Apr 26 18:09:28 PDT 2010  47        10.85 9.74 5.51 13/178 13964        800000        conservative
Mon Apr 26 18:09:30 PDT 2010  47        10.85 9.74 5.51 12/178 13970        800000        conservative
Mon Apr 26 18:09:31 PDT 2010  47        10.85 9.74 5.51 13/178 13976        800000        conservative
Mon Apr 26 18:09:32 PDT 2010  47        10.79 9.74 5.53 12/178 13982        800000        conservative
Mon Apr 26 18:09:33 PDT 2010  47        10.79 9.74 5.53 13/178 13988        800000        conservative
Mon Apr 26 18:09:35 PDT 2010  47        10.79 9.74 5.53 12/178 13994        800000        conservative
Mon Apr 26 18:09:36 PDT 2010  47        10.79 9.74 5.53 12/178 14000        800000        conservative
Mon Apr 26 18:09:37 PDT 2010  47        10.80 9.76 5.56 13/178 14006        800000        conservative
Mon Apr 26 18:09:39 PDT 2010  47        10.80 9.76 5.56 12/178 14012        800000        conservative
Mon Apr 26 18:09:40 PDT 2010  47        10.80 9.76 5.56 13/178 14018        800000        conservative
Mon Apr 26 18:09:41 PDT 2010  47        10.80 9.76 5.56 12/178 14024        800000        conservative
Mon Apr 26 18:09:42 PDT 2010  47        10.74 9.77 5.58 13/178 14030        800000        conservative
Mon Apr 26 18:09:44 PDT 2010  47        10.74 9.77 5.58 12/178 14036        800000        conservative
Mon Apr 26 18:09:45 PDT 2010  47        10.74 9.77 5.58 12/178 14042        800000        conservative
Mon Apr 26 18:09:47 PDT 2010  47        10.74 9.77 5.58 12/178 14048        800000        conservative
Mon Apr 26 18:09:48 PDT 2010  47        11.00 9.84 5.63 13/178 14054        800000        conservative
Mon Apr 26 18:09:49 PDT 2010  47        11.00 9.84 5.63 13/178 14060        800000        conservative
Mon Apr 26 18:09:50 PDT 2010  47        11.00 9.84 5.63 12/178 14066        800000        conservative
Mon Apr 26 18:09:52 PDT 2010  47        11.00 9.84 5.63 12/178 14072        800000        conservative
Mon Apr 26 18:09:53 PDT 2010  47        11.16 9.89 5.67 12/178 14078        800000        conservative
Mon Apr 26 18:09:54 PDT 2010  47        11.16 9.89 5.67 12/178 14084        800000        conservative
Mon Apr 26 18:09:55 PDT 2010  47        11.16 9.89 5.67 12/178 14090        800000        conservative
Mon Apr 26 18:09:57 PDT 2010  47        11.16 9.89 5.67 12/178 14096        800000        conservative
Mon Apr 26 18:09:58 PDT 2010  47        11.31 9.94 5.71 12/178 14102        800000        conservative
Mon Apr 26 18:09:59 PDT 2010  47        11.31 9.94 5.71 12/178 14108        800000        conservative
Mon Apr 26 18:10:01 PDT 2010  47        11.31 9.94 5.71 12/178 14114        800000        conservative
Mon Apr 26 18:10:02 PDT 2010  47        11.31 9.94 5.71 12/178 14120        800000        conservative
Mon Apr 26 18:10:03 PDT 2010  47        11.36 9.97 5.74 12/178 14126        800000        conservative
Mon Apr 26 18:10:04 PDT 2010  47        11.36 9.97 5.74 12/178 14132        800000        conservative
Mon Apr 26 18:10:06 PDT 2010  47        11.36 9.97 5.74 12/178 14138        800000        conservative
Mon Apr 26 18:10:07 PDT 2010  47        11.36 9.97 5.74 13/178 14144        800000        conservative
Mon Apr 26 18:10:08 PDT 2010  47        11.57 10.04 5.78 12/178 14150        800000        conservative
Mon Apr 26 18:10:09 PDT 2010  47        11.57 10.04 5.78 12/178 14156        800000        conservative
Mon Apr 26 18:10:11 PDT 2010  47        11.57 10.04 5.78 13/178 14162        800000        conservative
Mon Apr 26 18:10:12 PDT 2010  47        11.57 10.04 5.78 12/178 14168        800000        conservative
Mon Apr 26 18:10:13 PDT 2010  47        11.77 10.10 5.83 13/178 14174        800000        conservative
Mon Apr 26 18:10:14 PDT 2010  47        11.77 10.10 5.83 12/178 14180        800000        conservative
Mon Apr 26 18:10:16 PDT 2010  47        11.77 10.10 5.83 12/178 14186        800000        conservative
Mon Apr 26 18:10:17 PDT 2010  47        11.77 10.10 5.83 12/178 14192        800000        conservative
Mon Apr 26 18:10:18 PDT 2010  47        11.71 10.12 5.85 12/178 14198        800000        conservative
Mon Apr 26 18:10:19 PDT 2010  47        11.71 10.12 5.85 12/178 14204        800000        conservative
Mon Apr 26 18:10:21 PDT 2010  47        11.71 10.12 5.85 12/178 14210        800000        conservative
Mon Apr 26 18:10:22 PDT 2010  47        11.71 10.12 5.85 13/178 14216        800000        conservative
Mon Apr 26 18:10:23 PDT 2010  47        11.65 10.13 5.88 12/178 14222        800000        conservative
Mon Apr 26 18:10:25 PDT 2010  47        11.65 10.13 5.88 12/178 14228        800000        conservative
Mon Apr 26 18:10:26 PDT 2010  47        11.65 10.13 5.88 12/178 14234        800000        conservative
Mon Apr 26 18:10:27 PDT 2010  47        11.68 10.16 5.91 12/178 14240        800000        conservative
Mon Apr 26 18:10:28 PDT 2010  47        11.68 10.16 5.91 12/178 14246        800000        conservative
Mon Apr 26 18:10:30 PDT 2010  47        11.68 10.16 5.91 12/178 14252        800000        conservative
Mon Apr 26 18:10:31 PDT 2010  48        11.68 10.16 5.91 14/178 14258        800000        conservative
Mon Apr 26 18:10:33 PDT 2010  48        11.54 10.16 5.94 12/178 14264        800000        conservative
Mon Apr 26 18:10:34 PDT 2010  48        11.54 10.16 5.94 12/178 14270        800000        conservative
Mon Apr 26 18:10:35 PDT 2010  48        11.54 10.16 5.94 12/178 14276        800000        conservative
Mon Apr 26 18:10:36 PDT 2010  48        11.54 10.16 5.94 12/178 14282        800000        conservative
Mon Apr 26 18:10:38 PDT 2010  48        11.50 10.18 5.96 12/178 14288        800000        conservative
Mon Apr 26 18:10:39 PDT 2010  48        11.50 10.18 5.96 12/178 14294        800000        conservative
Mon Apr 26 18:10:40 PDT 2010  48        11.50 10.18 5.96 12/178 14300        800000        conservative
Mon Apr 26 18:10:41 PDT 2010  48        11.50 10.18 5.96 12/178 14306        800000        conservative
Mon Apr 26 18:10:43 PDT 2010  48        11.38 10.17 5.98 12/178 14312        800000        conservative
Mon Apr 26 18:10:44 PDT 2010  48        11.38 10.17 5.98 12/178 14318        800000        conservative
Mon Apr 26 18:10:45 PDT 2010  48        11.38 10.17 5.98 12/178 14324        800000        conservative
Mon Apr 26 18:10:47 PDT 2010  48        11.38 10.17 5.98 12/178 14330        800000        conservative
Mon Apr 26 18:10:48 PDT 2010  48        11.27 10.17 6.01 13/178 14336        800000        conservative
Mon Apr 26 18:10:49 PDT 2010  48        11.27 10.17 6.01 13/178 14342        800000        conservative
Mon Apr 26 18:10:50 PDT 2010  48        11.27 10.17 6.01 12/178 14348        800000        conservative
Mon Apr 26 18:10:52 PDT 2010  48        11.27 10.17 6.01 13/178 14354        800000        conservative
Mon Apr 26 18:10:53 PDT 2010  48        11.49 10.23 6.05 12/178 14360        800000        conservative
Mon Apr 26 18:10:54 PDT 2010  48        11.49 10.23 6.05 12/178 14366        800000        conservative
Mon Apr 26 18:10:55 PDT 2010  48        11.49 10.23 6.05 13/178 14372        800000        conservative
Mon Apr 26 18:10:57 PDT 2010  48        11.49 10.23 6.05 12/178 14378        800000        conservative
Mon Apr 26 18:10:58 PDT 2010  48        11.37 10.23 6.07 12/178 14384        800000        conservative
Mon Apr 26 18:10:59 PDT 2010  48        11.37 10.23 6.07 12/178 14390        800000        conservative
Mon Apr 26 18:11:00 PDT 2010  48        11.37 10.23 6.07 13/178 14396        800000        conservative
Mon Apr 26 18:11:02 PDT 2010  48        11.37 10.23 6.07 12/178 14402        800000        conservative
Mon Apr 26 18:11:03 PDT 2010  48        11.26 10.22 6.09 12/178 14408        800000        conservative
Mon Apr 26 18:11:04 PDT 2010  48        11.26 10.22 6.09 12/178 14414        800000        conservative
Mon Apr 26 18:11:06 PDT 2010  48        11.26 10.22 6.09 12/178 14420        800000        conservative
Mon Apr 26 18:11:07 PDT 2010  48        11.26 10.22 6.09 12/178 14426        800000        conservative
Mon Apr 26 18:11:08 PDT 2010  48        11.32 10.25 6.12 13/178 14432        800000        conservative
Mon Apr 26 18:11:10 PDT 2010  48        11.32 10.25 6.12 12/178 14438        800000        conservative
Mon Apr 26 18:11:11 PDT 2010  48        11.32 10.25 6.12 12/178 14444        800000        conservative
Mon Apr 26 18:11:12 PDT 2010  48        11.32 10.25 6.12 12/178 14450        800000        conservative
Mon Apr 26 18:11:13 PDT 2010  48        11.61 10.33 6.17 14/178 14456        800000        conservative
Mon Apr 26 18:11:15 PDT 2010  48        11.61 10.33 6.17 12/178 14462        800000        conservative
Mon Apr 26 18:11:16 PDT 2010  48        11.61 10.33 6.17 12/178 14468        800000        conservative
Mon Apr 26 18:11:17 PDT 2010  48        11.61 10.33 6.17 12/178 14474        800000        conservative
Mon Apr 26 18:11:18 PDT 2010  48        11.56 10.34 6.20 12/178 14480        800000        conservative
Mon Apr 26 18:11:20 PDT 2010  48        11.56 10.34 6.20 12/178 14486        800000        conservative
Mon Apr 26 18:11:21 PDT 2010  48        11.56 10.34 6.20 12/178 14492        800000        conservative
Mon Apr 26 18:11:22 PDT 2010  48        11.60 10.37 6.23 13/178 14498        800000        conservative
Mon Apr 26 18:11:23 PDT 2010  48        11.60 10.37 6.23 12/178 14504        800000        conservative
Mon Apr 26 18:11:25 PDT 2010  48        11.60 10.37 6.23 12/178 14510        800000        conservative
Mon Apr 26 18:11:26 PDT 2010  48        11.60 10.37 6.23 13/178 14516        800000        conservative
Mon Apr 26 18:11:27 PDT 2010  48        11.63 10.40 6.26 12/178 14522        800000        conservative
Mon Apr 26 18:11:28 PDT 2010  48        11.63 10.40 6.26 12/178 14528        800000        conservative
Mon Apr 26 18:11:30 PDT 2010  48        11.63 10.40 6.26 12/178 14534        800000        conservative
Mon Apr 26 18:11:31 PDT 2010  48        11.63 10.40 6.26 13/178 14540        800000        conservative
Mon Apr 26 18:11:32 PDT 2010  48        11.66 10.42 6.29 12/178 14546        800000        conservative
Mon Apr 26 18:11:33 PDT 2010  48        11.66 10.42 6.29 13/178 14552        800000        conservative
Mon Apr 26 18:11:35 PDT 2010  48        11.66 10.42 6.29 12/178 14558        800000        conservative
Mon Apr 26 18:11:36 PDT 2010  48        11.66 10.42 6.29 12/178 14564        800000        conservative
Mon Apr 26 18:11:37 PDT 2010  48        11.77 10.47 6.32 13/178 14570        800000        conservative
Mon Apr 26 18:11:38 PDT 2010  48        11.77 10.47 6.32 12/178 14576        800000        conservative
Mon Apr 26 18:11:40 PDT 2010  48        11.77 10.47 6.32 12/178 14582        800000        conservative
Mon Apr 26 18:11:41 PDT 2010  48        11.77 10.47 6.32 12/178 14588        800000        conservative
Mon Apr 26 18:11:42 PDT 2010  48        11.78 10.49 6.35 12/178 14594        800000        conservative
Mon Apr 26 18:11:44 PDT 2010  48        11.78 10.49 6.35 12/178 14600        800000        conservative
Mon Apr 26 18:11:45 PDT 2010  48        11.78 10.49 6.35 12/178 14606        800000        conservative
Mon Apr 26 18:11:46 PDT 2010  48        11.78 10.49 6.35 12/178 14612        800000        conservative
Mon Apr 26 18:11:47 PDT 2010  48        11.80 10.52 6.38 12/178 14618        800000        conservative
Mon Apr 26 18:11:49 PDT 2010  48        11.80 10.52 6.38 12/178 14624        800000        conservative
Mon Apr 26 18:11:50 PDT 2010  48        11.80 10.52 6.38 12/178 14630        800000        conservative
Mon Apr 26 18:11:51 PDT 2010  48        11.80 10.52 6.38 12/178 14636        800000        conservative
Mon Apr 26 18:11:52 PDT 2010  48        11.66 10.51 6.40 12/178 14642        800000        conservative
Mon Apr 26 18:11:54 PDT 2010  48        11.66 10.51 6.40 12/178 14648        800000        conservative
Mon Apr 26 18:11:55 PDT 2010  48        11.66 10.51 6.40 13/178 14654        800000        conservative
Mon Apr 26 18:11:56 PDT 2010  48        11.66 10.51 6.40 12/178 14660        800000        conservative
Mon Apr 26 18:11:57 PDT 2010  48        11.60 10.52 6.43 12/178 14666        800000        conservative
Mon Apr 26 18:11:59 PDT 2010  48        11.60 10.52 6.43 12/178 14672        800000        conservative
Mon Apr 26 18:12:00 PDT 2010  48        11.60 10.52 6.43 13/178 14678        800000        conservative
Mon Apr 26 18:12:01 PDT 2010  48        11.60 10.52 6.43 13/178 14684        800000        conservative
Mon Apr 26 18:12:03 PDT 2010  48        11.47 10.51 6.45 12/178 14690        800000        conservative
Mon Apr 26 18:12:04 PDT 2010  48        11.47 10.51 6.45 12/178 14696        800000        conservative
Mon Apr 26 18:12:05 PDT 2010  48        11.47 10.51 6.45 12/178 14702        800000        conservative
Mon Apr 26 18:12:06 PDT 2010  48        11.47 10.51 6.45 13/180 14713        800000        conservative
Mon Apr 26 18:12:08 PDT 2010  48        11.44 10.52 6.47 12/178 14719        800000        conservative
Mon Apr 26 18:12:09 PDT 2010  48        11.44 10.52 6.47 13/178 14725        800000        conservative
Mon Apr 26 18:12:10 PDT 2010  48        11.44 10.52 6.47 12/178 14731        800000        conservative
Mon Apr 26 18:12:12 PDT 2010  48        11.44 10.52 6.47 13/178 14737        800000        conservative
Mon Apr 26 18:12:13 PDT 2010  48        11.64 10.57 6.51 13/178 14745        800000        conservative
Mon Apr 26 18:12:14 PDT 2010  48        11.64 10.57 6.51 12/178 14751        800000        conservative
Mon Apr 26 18:12:15 PDT 2010  48        11.64 10.57 6.51 12/178 14757        800000        conservative
Mon Apr 26 18:12:17 PDT 2010  48        11.64 10.57 6.51 13/178 14763        800000        conservative
Mon Apr 26 18:12:18 PDT 2010  48        11.51 10.56 6.53 12/178 14769        800000        conservative
Mon Apr 26 18:12:19 PDT 2010  48        11.51 10.56 6.53 13/180 14777        800000        conservative
Mon Apr 26 18:12:21 PDT 2010  48        11.51 10.56 6.53 12/178 14783        800000        conservative
Mon Apr 26 18:12:22 PDT 2010  48        11.51 10.56 6.53 13/178 14789        800000        conservative
Mon Apr 26 18:12:23 PDT 2010  48        11.63 10.60 6.56 12/178 14795        800000        conservative
Mon Apr 26 18:12:24 PDT 2010  48        11.63 10.60 6.56 12/178 14801        800000        conservative
Mon Apr 26 18:12:26 PDT 2010  48        11.63 10.60 6.56 12/178 14809        800000        conservative
Mon Apr 26 18:12:27 PDT 2010  48        11.63 10.60 6.56 12/178 14815        800000        conservative
Mon Apr 26 18:12:28 PDT 2010  48        11.74 10.64 6.60 12/178 14821        800000        conservative
Mon Apr 26 18:12:30 PDT 2010  48        11.74 10.64 6.60 12/178 14827        800000        conservative
Mon Apr 26 18:12:31 PDT 2010  48        11.74 10.64 6.60 13/178 14833        800000        conservative
Mon Apr 26 18:12:32 PDT 2010  48        11.74 10.64 6.60 12/178 14841        800000        conservative
Mon Apr 26 18:12:34 PDT 2010  48        11.76 10.66 6.63 12/178 14847        800000        conservative
Mon Apr 26 18:12:35 PDT 2010  48        11.76 10.66 6.63 12/178 14853        800000        conservative
Mon Apr 26 18:12:36 PDT 2010  48        11.76 10.66 6.63 12/178 14859        800000        conservative
Mon Apr 26 18:12:37 PDT 2010  48        12.02 10.74 6.67 12/178 14865        800000        conservative
Mon Apr 26 18:12:39 PDT 2010  48        12.02 10.74 6.67 12/178 14873        800000        conservative
Mon Apr 26 18:12:40 PDT 2010  48        12.02 10.74 6.67 12/178 14879        800000        conservative
Mon Apr 26 18:12:41 PDT 2010  48        12.02 10.74 6.67 12/178 14885        800000        conservative
Mon Apr 26 18:12:43 PDT 2010  48        11.86 10.72 6.69 13/178 14891        800000        conservative
Mon Apr 26 18:12:44 PDT 2010  48        11.86 10.72 6.69 12/178 14897        800000        conservative
Mon Apr 26 18:12:45 PDT 2010  48        11.86 10.72 6.69 12/178 14905        800000        conservative
Mon Apr 26 18:12:47 PDT 2010  48        11.86 10.72 6.69 12/178 14911        800000        conservative
Mon Apr 26 18:12:48 PDT 2010  48        11.71 10.71 6.71 13/178 14917        800000        conservative
Mon Apr 26 18:12:49 PDT 2010  48        11.71 10.71 6.71 13/178 14923        800000        conservative
Mon Apr 26 18:12:50 PDT 2010  48        11.71 10.71 6.71 12/178 14929        800000        conservative
Mon Apr 26 18:12:52 PDT 2010  48        11.71 10.71 6.71 12/178 14937        800000        conservative
Mon Apr 26 18:12:53 PDT 2010  48        11.57 10.70 6.72 12/178 14943        800000        conservative
Mon Apr 26 18:12:54 PDT 2010  48        11.57 10.70 6.72 12/178 14949        800000        conservative
Mon Apr 26 18:12:56 PDT 2010  48        11.57 10.70 6.72 12/178 14955        800000        conservative
Mon Apr 26 18:12:57 PDT 2010  48        11.57 10.70 6.72 12/178 14961        800000        conservative
Mon Apr 26 18:12:58 PDT 2010  48        11.76 10.75 6.76 12/178 14969        800000        conservative
Mon Apr 26 18:13:00 PDT 2010  48        11.76 10.75 6.76 12/178 14975        800000        conservative
Mon Apr 26 18:13:01 PDT 2010  48        11.76 10.75 6.76 14/178 14981        800000        conservative
Mon Apr 26 18:13:02 PDT 2010  48        11.76 10.75 6.76 12/178 14987        800000        conservative
Mon Apr 26 18:13:03 PDT 2010  48        11.94 10.81 6.80 12/178 14993        800000        conservative
Mon Apr 26 18:13:05 PDT 2010  48        11.94 10.81 6.80 13/178 15001        800000        conservative
Mon Apr 26 18:13:06 PDT 2010  48        11.94 10.81 6.80 12/178 15007        800000        conservative
Mon Apr 26 18:13:07 PDT 2010  48        12.03 10.84 6.84 12/178 15013        800000        conservative
Mon Apr 26 18:13:09 PDT 2010  48        12.03 10.84 6.84 12/178 15019        800000        conservative
Mon Apr 26 18:13:10 PDT 2010  48        12.03 10.84 6.84 12/178 15025        800000        conservative
Mon Apr 26 18:13:11 PDT 2010  48        12.03 10.84 6.84 12/178 15031        800000        conservative
Mon Apr 26 18:13:12 PDT 2010  48        11.95 10.85 6.86 12/178 15037        800000        conservative
Mon Apr 26 18:13:14 PDT 2010  48        11.95 10.85 6.86 12/178 15043        800000        conservative
Mon Apr 26 18:13:15 PDT 2010  48        11.95 10.85 6.86 12/178 15049        800000        conservative
Mon Apr 26 18:13:17 PDT 2010  48        11.95 10.85 6.86 12/178 15055        800000        conservative
Mon Apr 26 18:13:18 PDT 2010  48        11.87 10.85 6.88 12/178 15061        800000        conservative
Mon Apr 26 18:13:19 PDT 2010  48        11.87 10.85 6.88 14/178 15067        800000        conservative
Mon Apr 26 18:13:21 PDT 2010  48        11.87 10.85 6.88 12/178 15073        800000        conservative
Mon Apr 26 18:13:22 PDT 2010  48        11.87 10.85 6.88 12/178 15079        800000        conservative
Mon Apr 26 18:13:23 PDT 2010  48        11.96 10.88 6.91 12/178 15085        800000        conservative
Mon Apr 26 18:13:24 PDT 2010  48        11.96 10.88 6.91 12/178 15091        800000        conservative
Mon Apr 26 18:13:26 PDT 2010  48        11.96 10.88 6.91 12/178 15097        800000        conservative
Mon Apr 26 18:13:27 PDT 2010  48        11.96 10.88 6.91 13/178 15103        800000        conservative
Mon Apr 26 18:13:28 PDT 2010  48        11.80 10.87 6.93 12/178 15109        800000        conservative
Mon Apr 26 18:13:29 PDT 2010  48        11.80 10.87 6.93 12/178 15115        800000        conservative
Mon Apr 26 18:13:31 PDT 2010  48        11.80 10.87 6.93 12/178 15121        800000        conservative
Mon Apr 26 18:13:32 PDT 2010  48        11.80 10.87 6.93 12/178 15127        800000        conservative
Mon Apr 26 18:13:33 PDT 2010  48        11.90 10.90 6.96 12/178 15133        800000        conservative
Mon Apr 26 18:13:35 PDT 2010  48        11.90 10.90 6.96 12/178 15139        800000        conservative
Mon Apr 26 18:13:36 PDT 2010  48        11.90 10.90 6.96 12/178 15145        800000        conservative
Mon Apr 26 18:13:37 PDT 2010  48        11.90 10.90 6.96 13/178 15151        800000        conservative
Mon Apr 26 18:13:38 PDT 2010  48        11.99 10.94 6.99 12/178 15157        800000        conservative
Mon Apr 26 18:13:40 PDT 2010  48        11.99 10.94 6.99 12/178 15163        800000        conservative
Mon Apr 26 18:13:41 PDT 2010  48        11.99 10.94 6.99 12/178 15169        800000        conservative
Mon Apr 26 18:13:42 PDT 2010  48        11.99 10.94 6.99 12/178 15175        800000        conservative
Mon Apr 26 18:13:43 PDT 2010  48        12.07 10.97 7.02 12/178 15181        800000        conservative
Mon Apr 26 18:13:45 PDT 2010  48        12.07 10.97 7.02 12/178 15187        800000        conservative
Mon Apr 26 18:13:46 PDT 2010  48        12.07 10.97 7.02 13/178 15193        800000        conservative
Mon Apr 26 18:13:47 PDT 2010  48        12.07 10.97 7.02 13/178 15199        800000        conservative
Mon Apr 26 18:13:49 PDT 2010  48        12.14 11.01 7.06 12/178 15205        800000        conservative
Mon Apr 26 18:13:50 PDT 2010  48        12.14 11.01 7.06 13/178 15211        800000        conservative
Mon Apr 26 18:13:51 PDT 2010  48        12.14 11.01 7.06 12/178 15217        800000        conservative
Mon Apr 26 18:13:52 PDT 2010  48        12.14 11.01 7.06 12/178 15223        800000        conservative
Mon Apr 26 18:13:54 PDT 2010  48        12.21 11.04 7.09 12/178 15229        800000        conservative
Mon Apr 26 18:13:55 PDT 2010  48        12.21 11.04 7.09 15/178 15235        800000        conservative
Mon Apr 26 18:13:56 PDT 2010  48        12.21 11.04 7.09 13/178 15241        800000        conservative
Mon Apr 26 18:13:57 PDT 2010  48        12.21 11.04 7.09 12/178 15247        800000        conservative
Mon Apr 26 18:13:59 PDT 2010  48        12.11 11.04 7.11 12/178 15253        800000        conservative
Mon Apr 26 18:14:00 PDT 2010  48        12.11 11.04 7.11 12/178 15259        800000        conservative
Mon Apr 26 18:14:01 PDT 2010  48        12.11 11.04 7.11 13/178 15265        800000        conservative
Mon Apr 26 18:14:02 PDT 2010  48        12.11 11.04 7.11 12/178 15271        800000        conservative
Mon Apr 26 18:14:04 PDT 2010  48        12.02 11.04 7.13 12/178 15277        800000        conservative
Mon Apr 26 18:14:05 PDT 2010  48        12.02 11.04 7.13 12/178 15283        800000        conservative
Mon Apr 26 18:14:06 PDT 2010  48        12.02 11.04 7.13 12/178 15289        800000        conservative
Mon Apr 26 18:14:08 PDT 2010  48        12.18 11.09 7.17 14/178 15295        800000        conservative
Mon Apr 26 18:14:09 PDT 2010  48        12.18 11.09 7.17 12/178 15301        800000        conservative
Mon Apr 26 18:14:10 PDT 2010  48        12.18 11.09 7.17 12/178 15307        800000        conservative
Mon Apr 26 18:14:12 PDT 2010  48        12.18 11.09 7.17 12/178 15313        800000        conservative
Mon Apr 26 18:14:13 PDT 2010  48        12.01 11.07 7.18 13/178 15319        800000        conservative
Mon Apr 26 18:14:14 PDT 2010  48        12.01 11.07 7.18 12/178 15325        800000        conservative
Mon Apr 26 18:14:15 PDT 2010  48        12.01 11.07 7.18 12/178 15331        800000        conservative
Mon Apr 26 18:14:17 PDT 2010  48        12.01 11.07 7.18 12/178 15337        800000        conservative
Mon Apr 26 18:14:18 PDT 2010  48        11.85 11.05 7.20 13/178 15343        800000        conservative
Mon Apr 26 18:14:19 PDT 2010  48        11.85 11.05 7.20 12/178 15349        800000        conservative
Mon Apr 26 18:14:21 PDT 2010  48        11.85 11.05 7.20 13/178 15355        800000        conservative
Mon Apr 26 18:14:22 PDT 2010  48        11.85 11.05 7.20 12/178 15361        800000        conservative
Mon Apr 26 18:14:23 PDT 2010  48        11.78 11.05 7.22 12/178 15367        800000        conservative
Mon Apr 26 18:14:25 PDT 2010  48        11.78 11.05 7.22 12/178 15373        800000        conservative
Mon Apr 26 18:14:26 PDT 2010  48        11.78 11.05 7.22 12/178 15379        800000        conservative
Mon Apr 26 18:14:27 PDT 2010  48        11.78 11.05 7.22 12/178 15385        800000        conservative
Mon Apr 26 18:14:28 PDT 2010  48        11.64 11.03 7.23 12/178 15391        800000        conservative
Mon Apr 26 18:14:30 PDT 2010  48        11.64 11.03 7.23 12/178 15397        800000        conservative
Mon Apr 26 18:14:31 PDT 2010  48        11.64 11.03 7.23 13/178 15403        800000        conservative
Mon Apr 26 18:14:32 PDT 2010  48        11.64 11.03 7.23 12/178 15409        800000        conservative
Mon Apr 26 18:14:33 PDT 2010  48        11.74 11.06 7.26 13/178 15415        800000        conservative
Mon Apr 26 18:14:35 PDT 2010  48        11.74 11.06 7.26 12/178 15421        800000        conservative
Mon Apr 26 18:14:36 PDT 2010  48        11.74 11.06 7.26 12/178 15427        800000        conservative
Mon Apr 26 18:14:37 PDT 2010  48        11.74 11.06 7.26 13/178 15433        800000        conservative
Mon Apr 26 18:14:38 PDT 2010  48        11.84 11.10 7.29 13/178 15439        800000        conservative
Mon Apr 26 18:14:40 PDT 2010  48        11.84 11.10 7.29 12/178 15445        800000        conservative
Mon Apr 26 18:14:41 PDT 2010  48        11.84 11.10 7.29 12/178 15451        800000        conservative
Mon Apr 26 18:14:42 PDT 2010  48        11.84 11.10 7.29 12/178 15457        800000        conservative
Mon Apr 26 18:14:43 PDT 2010  48        11.94 11.13 7.32 12/178 15463        800000        conservative
Mon Apr 26 18:14:45 PDT 2010  48        11.94 11.13 7.32 12/178 15469        800000        conservative
Mon Apr 26 18:14:46 PDT 2010  48        11.94 11.13 7.32 12/178 15475        800000        conservative
Mon Apr 26 18:14:47 PDT 2010  48        11.94 11.13 7.32 12/178 15481        800000        conservative
Mon Apr 26 18:14:49 PDT 2010  48        12.02 11.16 7.35 12/178 15487        800000        conservative
Mon Apr 26 18:14:50 PDT 2010  48        12.02 11.16 7.35 12/178 15493        800000        conservative
Mon Apr 26 18:14:51 PDT 2010  48        12.02 11.16 7.35 12/178 15499        800000        conservative
Mon Apr 26 18:14:52 PDT 2010  48        12.02 11.16 7.35 12/178 15505        800000        conservative
